Alignment_name	No_of_taxa	Alignment_length	Total_matrix_cells	Undetermined_characters	Missing_percent	No_variable_sites	Proportion_variable_sites	Parsimony_informative_sites	Proportion_parsimony_informative	AT_content	GC_content	A	C	G	T	K	M	R	Y	S	W	B	V	H	D	X	N	O	-	?
5304_30.fasta	34	270	9180	3099	33.758	93	0.344	53	0.196	0.598	0.402	1955	1014	1436	1676	0	0	0	0	0	0	0	0	0	0	0	0	0	3099	0
5950_30.fasta	36	549	19764	8556	43.291	277	0.505	168	0.306	0.591	0.409	3426	2234	2367	3181	0	0	0	0	0	0	0	0	0	0	0	0	0	8556	0
6732_30.fasta	13	210	2730	165	6.044	48	0.229	21	0.1	0.529	0.471	722	641	565	637	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0
6227_30.fasta	23	243	5589	1083	19.377	93	0.383	59	0.243	0.535	0.465	1236	804	1284	1182	0	0	0	0	0	0	0	0	0	0	0	0	0	1083	0
5513_30.fasta	37	418	15466	6102	39.454	189	0.452	112	0.268	0.578	0.422	2489	1940	2037	2898	0	0	0	0	0	0	0	0	0	0	0	0	0	6102	0
5870_30.fasta	20	219	4380	1323	30.205	84	0.384	39	0.178	0.574	0.426	609	624	663	1161	0	0	0	0	0	0	0	0	0	0	0	0	0	1323	0
6016_30.fasta	58	717	41586	8677	20.865	295	0.411	211	0.294	0.561	0.439	7478	5803	8700	10928	0	0	0	0	0	0	0	0	0	0	0	0	0	8677	0
5899_30.fasta	47	639	30033	9279	30.896	353	0.552	256	0.401	0.59	0.41	5953	3776	4712	6313	0	0	0	0	0	0	0	0	0	0	0	0	0	9279	0
5943_30.fasta	50	877	43850	17756	40.493	567	0.647	422	0.481	0.573	0.427	7334	4816	6350	7594	0	0	0	0	0	0	0	0	0	0	0	0	0	17756	0
6299_30.fasta	14	294	4116	1535	37.293	121	0.412	75	0.255	0.512	0.488	597	507	715	762	0	0	0	0	0	0	0	0	0	0	0	0	0	1535	0
6041_30.fasta	46	602	27692	8522	30.774	306	0.508	204	0.339	0.56	0.44	5048	3933	4359	5830	0	0	0	0	0	0	0	0	0	0	0	0	0	8522	0
6779_30.fasta	33	603	19899	6607	33.203	285	0.473	150	0.249	0.562	0.438	3702	2445	3362	3783	0	0	0	0	0	0	0	0	0	0	0	0	0	6607	0
5477_30.fasta	15	144	2160	321	14.861	118	0.819	99	0.688	0.577	0.423	557	348	425	509	0	0	0	0	0	0	0	0	0	0	0	0	0	321	0
5273_30.fasta	32	506	16192	1664	10.277	208	0.411	137	0.271	0.58	0.42	4743	2595	3519	3671	0	0	0	0	0	0	0	0	0	0	0	0	0	1664	0
6500_30.fasta	55	1360	74800	23797	31.814	701	0.515	463	0.34	0.552	0.448	15094	10094	12724	13091	0	0	0	0	0	0	0	0	0	0	0	0	0	23797	0
6238_30.fasta	56	693	38808	8520	21.954	450	0.649	338	0.488	0.565	0.435	8311	6218	6934	8825	0	0	0	0	0	0	0	0	0	0	0	0	0	8520	0
5430_30.fasta	46	396	18216	5856	32.148	183	0.462	118	0.298	0.585	0.415	4154	2136	2943	3127	0	0	0	0	0	0	0	0	0	0	0	0	0	5856	0
5188_30.fasta	55	343	18865	1807	9.579	175	0.51	129	0.376	0.592	0.408	5692	2576	4400	4390	0	0	0	0	0	0	0	0	0	0	0	0	0	1807	0
6051_30.fasta	54	924	49896	4965	9.951	537	0.581	408	0.442	0.533	0.467	12240	8575	12405	11711	0	0	0	0	0	0	0	0	0	0	0	0	0	4965	0
6557_30.fasta	4	153	612	102	16.667	19	0.124	4	0.026	0.552	0.448	112	150	78	170	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0
5554_30.fasta	47	796	37412	16042	42.879	533	0.67	340	0.427	0.587	0.413	7515	3551	5297	5007	0	0	0	0	0	0	0	0	0	0	0	0	0	16042	0
6780_30.fasta	34	315	10710	2721	25.406	120	0.381	77	0.244	0.571	0.429	2387	1289	2125	2188	0	0	0	0	0	0	0	0	0	0	0	0	0	2721	0
5656_30.fasta	15	126	1890	99	5.238	47	0.373	22	0.175	0.619	0.381	556	290	391	554	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0
5702_30.fasta	50	579	28950	5618	19.406	299	0.516	181	0.313	0.574	0.426	7343	3981	6012	5996	0	0	0	0	0	0	0	0	0	0	0	0	0	5618	0
7367_30.fasta	32	312	9984	2349	23.528	128	0.41	91	0.292	0.551	0.449	2764	1369	2045	1457	0	0	0	0	0	0	0	0	0	0	0	0	0	2349	0
6454_30.fasta	48	292	14016	4595	32.784	182	0.623	90	0.308	0.581	0.419	2759	1776	2160	2726	0	0	0	0	0	0	0	0	0	0	0	0	0	4595	0
6363_30.fasta	49	539	26411	10917	41.335	438	0.813	348	0.646	0.565	0.435	4598	2814	3902	4180	0	0	0	0	0	0	0	0	0	0	0	0	0	10917	0
6026_30.fasta	39	507	19773	9549	48.293	234	0.462	164	0.323	0.541	0.459	2956	1868	2798	2602	0	0	0	0	0	0	0	0	0	0	0	0	0	9549	0
6029_30.fasta	25	201	5025	633	12.597	102	0.507	61	0.303	0.593	0.407	1345	714	1074	1259	0	0	0	0	0	0	0	0	0	0	0	0	0	633	0
7111_30.fasta	48	210	10080	420	4.167	88	0.419	58	0.276	0.596	0.404	3054	1605	2301	2700	0	0	0	0	0	0	0	0	0	0	0	0	0	420	0
5116_30.fasta	56	855	47880	15204	31.754	491	0.574	319	0.373	0.567	0.433	8792	6073	8171	9640	0	0	0	0	0	0	0	0	0	0	0	0	0	15204	0
5840_30.fasta	48	489	23472	7023	29.921	180	0.368	110	0.225	0.578	0.422	5094	3424	3609	4322	0	0	0	0	0	0	0	0	0	0	0	0	0	7023	0
4527_30.fasta	55	915	50325	13620	27.064	449	0.491	317	0.346	0.529	0.471	9453	6870	10448	9934	0	0	0	0	0	0	0	0	0	0	0	0	0	13620	0
6098_30.fasta	49	504	24696	10739	43.485	297	0.589	184	0.365	0.545	0.455	3874	2712	3629	3742	0	0	0	0	0	0	0	0	0	0	0	0	0	10739	0
6746_30.fasta	28	81	2268	45	1.984	25	0.309	18	0.222	0.587	0.413	658	269	648	648	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0
6373_30.fasta	51	732	37332	12964	34.726	394	0.538	263	0.359	0.559	0.441	7922	4030	6743	5673	0	0	0	0	0	0	0	0	0	0	0	0	0	12964	0
7136_30.fasta	6	249	1494	360	24.096	60	0.241	22	0.088	0.601	0.399	388	199	248	299	0	0	0	0	0	0	0	0	0	0	0	0	0	360	0
6864_30.fasta	11	153	1683	234	13.904	34	0.222	22	0.144	0.579	0.421	375	237	372	465	0	0	0	0	0	0	0	0	0	0	0	0	0	234	0
6507_30.fasta	39	147	5733	766	13.361	62	0.422	45	0.306	0.588	0.412	1421	754	1286	1506	0	0	0	0	0	0	0	0	0	0	0	0	0	766	0
6958_30.fasta	18	246	4428	651	14.702	76	0.309	46	0.187	0.595	0.405	1176	740	789	1072	0	0	0	0	0	0	0	0	0	0	0	0	0	651	0
6303_30.fasta	50	309	15450	1774	11.482	132	0.427	104	0.337	0.584	0.416	3129	2407	3276	4864	0	0	0	0	0	0	0	0	0	0	0	0	0	1774	0
6882_30.fasta	38	216	8208	1575	19.189	116	0.537	86	0.398	0.559	0.441	2289	982	1935	1427	0	0	0	0	0	0	0	0	0	0	0	0	0	1575	0
6056_30.fasta	39	449	17511	6460	36.891	246	0.548	180	0.401	0.554	0.446	3067	2094	2816	3074	0	0	0	0	0	0	0	0	0	0	0	0	0	6460	0
5460_30.fasta	27	411	11097	4107	37.01	143	0.348	89	0.217	0.586	0.414	2384	1094	1774	1738	0	0	0	0	0	0	0	0	0	0	0	0	0	4107	0
5357_30.fasta	13	213	2769	163	5.887	83	0.39	44	0.207	0.576	0.424	757	486	614	749	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0
5489_30.fasta	54	646	34884	13078	37.49	351	0.543	224	0.347	0.572	0.428	6620	3420	5920	5846	0	0	0	0	0	0	0	0	0	0	0	0	0	13078	0
6652_30.fasta	57	789	44973	16801	37.358	335	0.425	231	0.293	0.603	0.397	6945	5667	5611	9949	0	0	0	0	0	0	0	0	0	0	0	0	0	16801	0
5264_30.fasta	28	798	22344	11959	53.522	335	0.42	229	0.287	0.561	0.439	3231	1932	2595	2627	0	0	0	0	0	0	0	0	0	0	0	0	0	11959	0
6550_30.fasta	14	255	3570	195	5.462	78	0.306	44	0.173	0.507	0.493	1099	688	979	609	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0
5944_30.fasta	27	341	9207	3833	41.631	186	0.545	127	0.372	0.595	0.405	1786	944	1258	1386	0	0	0	0	0	0	0	0	0	0	0	0	0	3833	0
6947_30.fasta	63	807	50841	12618	24.819	521	0.646	408	0.506	0.575	0.425	10887	6329	9956	11051	0	0	0	0	0	0	0	0	0	0	0	0	0	12618	0
5427_30.fasta	49	639	31311	12051	38.488	380	0.595	223	0.349	0.619	0.381	7323	3018	4299	4620	0	0	0	0	0	0	0	0	0	0	0	0	0	12051	0
5428_30.fasta	7	414	2898	519	17.909	158	0.382	76	0.184	0.512	0.488	695	613	544	527	0	0	0	0	0	0	0	0	0	0	0	0	0	519	0
5913_30.fasta	56	866	48496	14473	29.844	420	0.485	308	0.356	0.563	0.437	9187	7403	7528	9905	0	0	0	0	0	0	0	0	0	0	0	0	0	14473	0
5347_30.fasta	23	72	1656	60	3.623	24	0.333	15	0.208	0.517	0.483	471	306	464	355	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0
5772_30.fasta	27	365	9855	2408	24.434	221	0.605	164	0.449	0.532	0.468	1975	1288	2201	1983	0	0	0	0	0	0	0	0	0	0	0	0	0	2408	0
5348_30.fasta	21	280	5880	1433	24.371	110	0.393	48	0.171	0.61	0.39	1531	814	923	1179	0	0	0	0	0	0	0	0	0	0	0	0	0	1433	0
7273_30.fasta	8	234	1872	651	34.776	54	0.231	24	0.103	0.551	0.449	305	224	322	370	0	0	0	0	0	0	0	0	0	0	0	0	0	651	0
6175_30.fasta	43	183	7869	1064	13.521	99	0.541	66	0.361	0.561	0.439	2078	1059	1920	1748	0	0	0	0	0	0	0	0	0	0	0	0	0	1064	0
6797_30.fasta	49	393	19257	6118	31.77	204	0.519	155	0.394	0.579	0.421	4865	1879	3626	2769	0	0	0	0	0	0	0	0	0	0	0	0	0	6118	0
6977_30.fasta	5	129	645	153	23.721	72	0.558	35	0.271	0.597	0.403	157	79	125	131	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0
5974_30.fasta	29	165	4785	1083	22.633	77	0.467	48	0.291	0.574	0.426	1175	542	1035	950	0	0	0	0	0	0	0	0	0	0	0	0	0	1083	0
6978_30.fasta	44	270	11880	3681	30.985	170	0.63	106	0.393	0.522	0.478	1802	1823	2101	2473	0	0	0	0	0	0	0	0	0	0	0	0	0	3681	0
6527_30.fasta	49	594	29106	9762	33.539	287	0.483	168	0.283	0.574	0.426	6192	3268	4953	4931	0	0	0	0	0	0	0	0	0	0	0	0	0	9762	0
6528_30.fasta	35	291	10185	783	7.688	120	0.412	79	0.271	0.543	0.457	2448	1885	2394	2675	0	0	0	0	0	0	0	0	0	0	0	0	0	783	0
6570_30.fasta	32	483	15456	6291	40.703	162	0.335	93	0.193	0.533	0.467	2312	1830	2468	2555	0	0	0	0	0	0	0	0	0	0	0	0	0	6291	0
7141_30.fasta	13	171	2223	192	8.637	71	0.415	47	0.275	0.53	0.47	517	298	624	592	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0
6968_30.fasta	42	699	29358	12070	41.113	348	0.498	189	0.27	0.53	0.47	3661	3958	4121	5548	0	0	0	0	0	0	0	0	0	0	0	0	0	12070	0
5032_30.fasta	54	885	47790	14221	29.757	522	0.59	300	0.339	0.579	0.421	11576	6001	8078	7914	0	0	0	0	0	0	0	0	0	0	0	0	0	14221	0
6538_30.fasta	39	339	13221	728	5.506	194	0.572	109	0.322	0.565	0.435	3894	2686	2748	3165	0	0	0	0	0	0	0	0	0	0	0	0	0	728	0
5857_30.fasta	45	507	22815	9105	39.908	202	0.398	144	0.284	0.546	0.454	4262	2422	3801	3225	0	0	0	0	0	0	0	0	0	0	0	0	0	9105	0
6854_30.fasta	15	415	6225	3029	48.659	100	0.241	52	0.125	0.603	0.397	984	500	768	944	0	0	0	0	0	0	0	0	0	0	0	0	0	3029	0
6258_30.fasta	19	337	6403	2359	36.842	202	0.599	169	0.501	0.591	0.409	1042	780	845	1377	0	0	0	0	0	0	0	0	0	0	0	0	0	2359	0
5933_30.fasta	29	504	14616	4680	32.02	184	0.365	127	0.252	0.551	0.449	2675	2011	2460	2790	0	0	0	0	0	0	0	0	0	0	0	0	0	4680	0
6531_30.fasta	18	366	6588	1914	29.053	125	0.342	69	0.189	0.586	0.414	1441	767	1158	1308	0	0	0	0	0	0	0	0	0	0	0	0	0	1914	0
5034_30.fasta	14	537	7518	2361	31.405	206	0.384	110	0.205	0.55	0.45	1327	1085	1224	1521	0	0	0	0	0	0	0	0	0	0	0	0	0	2361	0
5339_30.fasta	16	459	7344	2760	37.582	264	0.575	97	0.211	0.575	0.425	1437	801	1128	1218	0	0	0	0	0	0	0	0	0	0	0	0	0	2760	0
5703_30.fasta	36	357	12852	4218	32.82	134	0.375	76	0.213	0.6	0.4	2152	1792	1676	3014	0	0	0	0	0	0	0	0	0	0	0	0	0	4218	0
6961_30.fasta	24	354	8496	2531	29.79	162	0.458	118	0.333	0.571	0.429	1896	980	1584	1505	0	0	0	0	0	0	0	0	0	0	0	0	0	2531	0
7331_30.fasta	44	349	15356	5937	38.662	261	0.748	211	0.605	0.58	0.42	2779	1588	2398	2654	0	0	0	0	0	0	0	0	0	0	0	0	0	5937	0
6384_30.fasta	32	309	9888	3986	40.311	266	0.861	225	0.728	0.532	0.468	1576	1264	1496	1566	0	0	0	0	0	0	0	0	0	0	0	0	0	3986	0
4802_30.fasta	50	483	24150	5849	24.219	306	0.634	192	0.398	0.578	0.422	5742	2552	5125	4882	0	0	0	0	0	0	0	0	0	0	0	0	0	5849	0
6216_30.fasta	35	356	12460	5014	40.241	170	0.478	106	0.298	0.541	0.459	2161	1455	1969	1861	0	0	0	0	0	0	0	0	0	0	0	0	0	5014	0
5841_30.fasta	26	310	8060	3477	43.139	254	0.819	236	0.761	0.542	0.458	1211	1043	1088	1241	0	0	0	0	0	0	0	0	0	0	0	0	0	3477	0
7628_30.fasta	40	285	11400	1002	8.789	147	0.516	106	0.372	0.579	0.421	3368	1683	2697	2650	0	0	0	0	0	0	0	0	0	0	0	0	0	1002	0
5620_30.fasta	55	984	54120	15060	27.827	510	0.518	375	0.381	0.569	0.431	11682	5889	11034	10455	0	0	0	0	0	0	0	0	0	0	0	0	0	15060	0
6412_30.fasta	24	369	8856	2661	30.047	150	0.407	102	0.276	0.526	0.474	1657	1415	1514	1609	0	0	0	0	0	0	0	0	0	0	0	0	0	2661	0
5326_30.fasta	54	1023	55242	13128	23.765	508	0.497	325	0.318	0.544	0.456	11217	7843	11340	11714	0	0	0	0	0	0	0	0	0	0	0	0	0	13128	0
5744_30.fasta	38	264	10032	1332	13.278	130	0.492	92	0.348	0.569	0.431	2520	1605	2169	2406	0	0	0	0	0	0	0	0	0	0	0	0	0	1332	0
5449_30.fasta	56	1131	63336	16991	26.827	570	0.504	397	0.351	0.548	0.452	13555	8711	12339	11740	0	0	0	0	0	0	0	0	0	0	0	0	0	16991	0
5816_30.fasta	47	228	10716	2448	22.844	154	0.675	96	0.421	0.546	0.454	1827	1648	2103	2690	0	0	0	0	0	0	0	0	0	0	0	0	0	2448	0
7572_30.fasta	32	373	11936	5000	41.89	119	0.319	73	0.196	0.505	0.495	1701	1475	1937	1823	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0
5398_30.fasta	61	1035	63135	19304	30.576	577	0.557	367	0.355	0.596	0.404	13712	8610	9258	12251	0	0	0	0	0	0	0	0	0	0	0	0	0	19304	0
5421_30.fasta	54	619	33426	9469	28.328	369	0.596	224	0.362	0.582	0.418	7012	3420	6563	6962	0	0	0	0	0	0	0	0	0	0	0	0	0	9469	0
5942_30.fasta	50	498	24900	4029	16.181	252	0.506	192	0.386	0.54	0.46	5623	3547	6218	5483	0	0	0	0	0	0	0	0	0	0	0	0	0	4029	0
4893_30.fasta	41	497	20377	6766	33.204	203	0.408	135	0.272	0.594	0.406	4388	2036	3488	3699	0	0	0	0	0	0	0	0	0	0	0	0	0	6766	0
7013_30.fasta	9	282	2538	1014	39.953	34	0.121	9	0.032	0.591	0.409	434	330	298	462	0	0	0	0	0	0	0	0	0	0	0	0	0	1014	0
6226_30.fasta	52	350	18200	5169	28.401	220	0.629	181	0.517	0.562	0.438	3416	1879	3856	3880	0	0	0	0	0	0	0	0	0	0	0	0	0	5169	0
6825_30.fasta	48	217	10416	1314	12.615	98	0.452	66	0.304	0.583	0.417	2816	1149	2643	2494	0	0	0	0	0	0	0	0	0	0	0	0	0	1314	0
6791_30.fasta	14	198	2772	135	4.87	72	0.364	42	0.212	0.578	0.422	689	563	550	835	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0
4796_30.fasta	40	394	15760	7088	44.975	265	0.673	140	0.355	0.546	0.454	2265	1731	2194	2482	0	0	0	0	0	0	0	0	0	0	0	0	0	7088	0
6298_30.fasta	50	303	15150	3192	21.069	125	0.413	78	0.257	0.551	0.449	3286	2632	2744	3296	0	0	0	0	0	0	0	0	0	0	0	0	0	3192	0
5733_30.fasta	12	105	1260	111	8.81	60	0.571	46	0.438	0.574	0.426	268	203	286	392	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0
6432_30.fasta	23	390	8970	3003	33.478	136	0.349	78	0.2	0.549	0.451	1404	1393	1273	1897	0	0	0	0	0	0	0	0	0	0	0	0	0	3003	0
5502_30.fasta	48	602	28896	9974	34.517	268	0.445	184	0.306	0.552	0.448	5515	3724	4703	4980	0	0	0	0	0	0	0	0	0	0	0	0	0	9974	0
5138_30.fasta	25	444	11100	3372	30.378	206	0.464	150	0.338	0.595	0.405	2328	1672	1450	2278	0	0	0	0	0	0	0	0	0	0	0	0	0	3372	0
6559_30.fasta	49	300	14700	969	6.592	140	0.467	100	0.333	0.583	0.417	3912	2377	3363	4079	0	0	0	0	0	0	0	0	0	0	0	0	0	969	0
6483_30.fasta	46	312	14352	4251	29.62	163	0.522	112	0.359	0.564	0.436	2940	1952	2437	2772	0	0	0	0	0	0	0	0	0	0	0	0	0	4251	0
6909_30.fasta	51	450	22950	10975	47.821	186	0.413	147	0.327	0.564	0.436	3309	2266	2944	3456	0	0	0	0	0	0	0	0	0	0	0	0	0	10975	0
6050_30.fasta	44	471	20724	8253	39.823	229	0.486	148	0.314	0.608	0.392	4330	2045	2875	3221	0	0	0	0	0	0	0	0	0	0	0	0	0	8253	0
5469_30.fasta	38	369	14022	4879	34.795	168	0.455	92	0.249	0.561	0.439	2212	1894	2081	2956	0	0	0	0	0	0	0	0	0	0	0	0	0	4879	0
5849_30.fasta	30	195	5850	969	16.564	141	0.723	125	0.641	0.586	0.414	1359	812	1212	1498	0	0	0	0	0	0	0	0	0	0	0	0	0	969	0
6526_30.fasta	9	117	1053	0	0.0	26	0.222	13	0.111	0.614	0.386	405	177	229	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6979_30.fasta	50	675	33750	5172	15.324	375	0.556	262	0.388	0.578	0.422	9157	4850	7158	7413	0	0	0	0	0	0	0	0	0	0	0	0	0	5172	0
6717_30.fasta	61	1332	81252	18198	22.397	617	0.463	466	0.35	0.507	0.493	16734	10420	20298	15602	0	0	0	0	0	0	0	0	0	0	0	0	0	18198	0
7371_30.fasta	34	216	7344	1044	14.216	101	0.468	67	0.31	0.57	0.43	2055	1159	1541	1545	0	0	0	0	0	0	0	0	0	0	0	0	0	1044	0
5922_30.fasta	50	792	39600	20021	50.558	528	0.667	325	0.41	0.572	0.428	6013	3422	4910	5234	0	0	0	0	0	0	0	0	0	0	0	0	0	20021	0
5699_30.fasta	39	234	9126	3756	41.157	197	0.842	188	0.803	0.588	0.412	1580	1025	1190	1575	0	0	0	0	0	0	0	0	0	0	0	0	0	3756	0
5594_30.fasta	60	648	38880	5172	13.302	308	0.475	242	0.373	0.519	0.481	9179	5529	10642	8358	0	0	0	0	0	0	0	0	0	0	0	0	0	5172	0
5670_30.fasta	23	317	7291	2194	30.092	278	0.877	255	0.804	0.543	0.457	1517	891	1418	1271	0	0	0	0	0	0	0	0	0	0	0	0	0	2194	0
6393_30.fasta	51	207	10557	528	5.001	96	0.464	68	0.329	0.611	0.389	3214	2005	1895	2915	0	0	0	0	0	0	0	0	0	0	0	0	0	528	0
5859_30.fasta	12	497	5964	1692	28.37	203	0.408	121	0.243	0.444	0.556	920	1158	1187	1007	0	0	0	0	0	0	0	0	0	0	0	0	0	1692	0
5406_30.fasta	60	961	57660	15091	26.172	486	0.506	388	0.404	0.572	0.428	11003	7520	10646	13400	0	0	0	0	0	0	0	0	0	0	0	0	0	15091	0
6405_30.fasta	42	435	18270	7611	41.658	234	0.538	177	0.407	0.592	0.408	3369	1928	2394	2968	0	0	0	0	0	0	0	0	0	0	0	0	0	7611	0
7336_30.fasta	48	393	18864	918	4.866	179	0.455	146	0.372	0.479	0.521	4252	3358	5977	4359	0	0	0	0	0	0	0	0	0	0	0	0	0	918	0
7583_30.fasta	29	207	6003	552	9.195	89	0.43	52	0.251	0.549	0.451	1163	867	1588	1833	0	0	0	0	0	0	0	0	0	0	0	0	0	552	0
6068_30.fasta	34	249	8466	966	11.41	108	0.434	65	0.261	0.581	0.419	2718	1768	1395	1619	0	0	0	0	0	0	0	0	0	0	0	0	0	966	0
5366_30.fasta	46	597	27462	11899	43.329	331	0.554	208	0.348	0.54	0.46	4377	2945	4251	3990	0	0	0	0	0	0	0	0	0	0	0	0	0	11899	0
7361_30.fasta	6	273	1638	440	26.862	183	0.67	60	0.22	0.572	0.428	302	237	266	393	0	0	0	0	0	0	0	0	0	0	0	0	0	440	0
5064_30.fasta	4	99	396	0	0.0	11	0.111	3	0.03	0.51	0.49	103	101	93	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4757_30.fasta	43	417	17931	5399	30.11	211	0.506	123	0.295	0.554	0.446	3589	2254	3271	3418	0	0	0	0	0	0	0	0	0	0	0	0	0	5399	0
6685_30.fasta	42	330	13860	6723	48.506	100	0.303	60	0.182	0.545	0.455	1805	1334	1884	2114	0	0	0	0	0	0	0	0	0	0	0	0	0	6723	0
6383_30.fasta	44	514	22616	11474	50.734	219	0.426	144	0.28	0.601	0.399	3565	1724	2625	3228	0	0	0	0	0	0	0	0	0	0	0	0	0	11474	0
5562_30.fasta	34	168	5712	1985	34.751	93	0.554	48	0.286	0.514	0.486	1075	822	989	841	0	0	0	0	0	0	0	0	0	0	0	0	0	1985	0
5660_30.fasta	46	510	23460	4143	17.66	209	0.41	141	0.276	0.569	0.431	5685	4711	3628	5293	0	0	0	0	0	0	0	0	0	0	0	0	0	4143	0
6738_30.fasta	20	306	6120	2562	41.863	94	0.307	57	0.186	0.505	0.495	1162	690	1043	663	0	0	0	0	0	0	0	0	0	0	0	0	0	2562	0
6883_30.fasta	49	447	21903	5019	22.915	229	0.512	185	0.414	0.549	0.451	4862	3162	4438	4422	0	0	0	0	0	0	0	0	0	0	0	0	0	5019	0
4951_30.fasta	28	459	12852	3171	24.673	191	0.416	144	0.314	0.542	0.458	2547	2556	1886	2692	0	0	0	0	0	0	0	0	0	0	0	0	0	3171	0
6000_30.fasta	42	396	16632	4162	25.024	217	0.548	176	0.444	0.593	0.407	3592	1909	3189	3780	0	0	0	0	0	0	0	0	0	0	0	0	0	4162	0
6506_30.fasta	37	267	9879	2574	26.055	111	0.416	73	0.273	0.54	0.46	1999	1457	1905	1944	0	0	0	0	0	0	0	0	0	0	0	0	0	2574	0
6865_30.fasta	40	177	7080	2265	31.992	154	0.87	113	0.638	0.53	0.47	1463	955	1180	1217	0	0	0	0	0	0	0	0	0	0	0	0	0	2265	0
5866_30.fasta	51	234	11934	3204	26.848	136	0.581	81	0.346	0.574	0.426	2532	1278	2430	2490	0	0	0	0	0	0	0	0	0	0	0	0	0	3204	0
5168_30.fasta	37	303	11211	3554	31.701	130	0.429	86	0.284	0.534	0.466	1833	1299	2289	2236	0	0	0	0	0	0	0	0	0	0	0	0	0	3554	0
6164_30.fasta	25	196	4900	385	7.857	145	0.74	129	0.658	0.507	0.493	1197	1155	1069	1094	0	0	0	0	0	0	0	0	0	0	0	0	0	385	0
6462_30.fasta	50	507	25350	7662	30.225	231	0.456	176	0.347	0.572	0.428	5249	3302	4244	4893	0	0	0	0	0	0	0	0	0	0	0	0	0	7662	0
5426_30.fasta	64	1362	87168	14423	16.546	749	0.55	531	0.39	0.57	0.43	19725	13507	17740	21773	0	0	0	0	0	0	0	0	0	0	0	0	0	14423	0
6893_30.fasta	12	135	1620	6	0.37	40	0.296	25	0.185	0.55	0.45	500	383	343	388	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
5945_30.fasta	37	588	21756	8886	40.844	244	0.415	146	0.248	0.56	0.44	4071	2415	3237	3147	0	0	0	0	0	0	0	0	0	0	0	0	0	8886	0
7128_30.fasta	38	713	27094	12986	47.929	328	0.46	229	0.321	0.583	0.417	4192	2711	3219	3986	0	0	0	0	0	0	0	0	0	0	0	0	0	12986	0
6221_30.fasta	16	492	7872	2379	30.221	184	0.374	100	0.203	0.563	0.437	1582	1229	1164	1518	0	0	0	0	0	0	0	0	0	0	0	0	0	2379	0
5177_30.fasta	53	600	31800	7161	22.519	341	0.568	242	0.403	0.557	0.443	6492	3850	7110	7187	0	0	0	0	0	0	0	0	0	0	0	0	0	7161	0
5821_30.fasta	33	228	7524	1350	17.943	80	0.351	45	0.197	0.563	0.437	1624	1133	1555	1862	0	0	0	0	0	0	0	0	0	0	0	0	0	1350	0
6494_30.fasta	54	1112	60048	27653	46.051	605	0.544	411	0.37	0.574	0.426	8801	6405	7427	9762	0	0	0	0	0	0	0	0	0	0	0	0	0	27653	0
